"","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"5398",2010,"2011-08-31","The Debt","Miramax","USA","R","Drama",2e+07,31177548,22400000,34918853.76,12518853.76,113,57945,6.9,"John Madden","Helen Mirren","Matthew Vaughn"
"5399",2010,"2011-08-26","Beginners","Olympus Pictures","USA","R","Comedy",3200000,5790894,3584000,6485801.28,2901801.28,105,78833,7.2,"Mike Mills","Ewan McGregor","Mike Mills"
"5400",2010,"2010-06-04","Killers","Lionsgate","USA","PG-13","Action",7.5e+07,47059963,8.4e+07,52707158.56,-31292841.44,100,77029,5.4,"Robert Luketic","Katherine Heigl","Bob DeRosa"
"5401",2010,"2010-11-19","The Way","Filmax Entertainment","Spain","PG-13","Adventure",0,4430650,0,4962328,4962328,100,25187,7.4,"Emilio Estevez","Martin Sheen","Emilio Estevez"
"5402",2010,"2010-05-14","Letters to Juliet","Summit Entertainment","USA","PG","Adventure",3e+07,53032453,33600000,59396347.36,25796347.36,100,79868,6.6,"Gary Winick","Amanda Seyfried","Jose Rivera"
"5403",2010,"2011-01-28","Rabbit Hole","Olympus Pictures","USA","PG-13","Drama",5e+06,2229058,5600000,2496544.96,-3103455.04,91,42926,7,"John Cameron Mitchell","Nicole Kidman","David Lindsay-Abaire"
"5404",2010,"2012-03-09","Trust","Millennium Films","USA","R","Crime",9500000,120016,10640000,134417.92,-10505582.08,106,36805,6.9,"David Schwimmer","Clive Owen","Andy Bellin"
"5405",2010,"2011-11-11","Trollhunter","Filmkameratene A/S","Norway","PG-13","Drama",0,252652,0,282970.24,282970.24,103,58841,7,"André Øvredal","Otto Jespersen","André Øvredal"
"5406",2010,"2010-02-05","París en la Mira","EuropaCorp","France","R","Action",5.2e+07,23979741,58240000,26857309.92,-31382690.08,92,102224,6.5,"Pierre Morel","John Travolta","Adi Hasak"
"5407",2010,"2010-07-30","Dinner for Schmucks","Paramount Pictures","USA","PG-13","Comedy",0,73026337,0,81789497.44,81789497.44,114,84651,5.9,"Jay Roach","Steve Carell","David Guion"
"5408",2010,"2010-03-12","Green Zone","Universal Pictures","UK","R","Action",1e+08,35053660,1.12e+08,39260099.2,-72739900.8,115,116142,6.8,"Paul Greengrass","Matt Damon","Brian Helgeland"
"5409",2010,"2010-07-30","The Kids Are All Right","Focus Features","USA","R","Comedy",3500000,20811365,3920000,23308728.8,19388728.8,106,115520,7.1,"Lisa Cholodenko","Annette Bening","Lisa Cholodenko"
"5410",2010,"2010-10-22","Hereafter","Warner Bros.","USA","PG-13","Drama",5e+07,32746941,5.6e+07,36676573.92,-19323426.08,129,83345,6.5,"Clint Eastwood","Matt Damon","Peter Morgan"
"5411",2010,"2010-01-15","The Spy Next Door","Relativity Media","USA","PG","Action",2.8e+07,24268828,31360000,27181087.36,-4178912.64,94,33070,5.4,"Brian Levant","Jackie Chan","Jonathan Bernstein"
"5412",2010,"2010-09-01","The American","Focus Features","USA","R","Crime",2e+07,35606376,22400000,39879141.12,17479141.12,105,82995,6.3,"Anton Corbijn","George Clooney","Rowan Joffe"
"5413",2010,"2010-06-18","Wild Target","Magic Light Pictures","UK","PG-13","Action",8e+06,117190,8960000,131252.8,-8828747.2,98,31864,6.9,"Jonathan Lynn","Bill Nighy","Lucinda Coxon"
"5414",2010,"2010-09-25","13 Assassins","Sedic International","Japan","R","Action",6e+06,802524,6720000,898826.88,-5821173.12,141,54145,7.6,"Takashi Miike","Kôji Yakusho","Kaneo Ikegami"
"5415",2010,"2010-09-24","Legend of the Guardians: The Owls of Ga'Hoole","Warner Bros.","USA","PG","Animation",8e+07,55675313,89600000,62356350.56,-27243649.44,97,69624,7,"Zack Snyder","Jim Sturgess","John Orloff"
"5416",2010,"2010-12-03","Fair Game","River Road Entertainment","USA","PG-13","Biography",2.2e+07,9528092,24640000,10671463.04,-13968536.96,108,40837,6.8,"Doug Liman","Naomi Watts","Jez Butterworth"
"5417",2010,"2010-02-26","Cop Out","Warner Bros.","USA","R","Action",3.7e+07,44875481,41440000,50260538.72,8820538.72,107,78157,5.6,"Kevin Smith","Bruce Willis","Robb Cullen"
"5418",2010,"2010-08-06","Step Up 3D","Summit Entertainment","USA","PG-13","Drama",3e+07,42400223,33600000,47488249.76,13888249.76,107,50180,6.2,"Jon M. Chu","Sharni Vinson","Amy Andelson"
"5419",2010,"2012-02-17","The Secret World of Arrietty","Studio Ghibli","Japan","G","Animation",2.3e+07,19202743,25760000,21507072.16,-4252927.84,94,59799,7.6,"Hiromasa Yonebayashi","Bridgit Mendler","Mary Norton"
"5420",2010,"2010-04-16","Death at a Funeral","Screen Gems","USA","R","Comedy",2e+07,42739347,22400000,47868068.64,25468068.64,92,38627,5.7,"Neil LaBute","Chris Rock","Dean Craig"
"5421",2010,"2011-08-26","Don't Be Afraid of the Dark","Miramax","USA","R","Fantasy",2.5e+07,24042490,2.8e+07,26927588.8,-1072411.2,99,42545,5.6,"Troy Nixey","Katie Holmes","Guillermo del Toro"
"5422",2010,"2010-02-12","My Name Is Khan","Dharma Productions","India","PG-13","Adventure",1.2e+07,4018695,13440000,4500938.4,-8939061.6,165,81130,8,"Karan Johar","Shah Rukh Khan","Shibani Bathija"
"5423",2010,"2010-03-19","Repo Men","Universal Pictures","USA","R","Action",3.2e+07,13794835,35840000,15450215.2,-20389784.8,111,91561,6.3,"Miguel Sapochnik","Jude Law","Eric Garcia"
"5424",2010,"2010-08-18","Vampires Suck","Regency Enterprises","USA","PG-13","Adventure",2e+07,36661504,22400000,41060884.48,18660884.48,82,41062,3.5,"Jason Friedberg","Jenn Proske","Jason Friedberg"
"5425",2010,"2010-11-10","Morning Glory","Bad Robot","USA","PG-13","Comedy",4e+07,31011732,44800000,34733139.84,-10066860.16,100,62536,6.5,"Roger Michell","Rachel McAdams","Aline Brosh McKenna"
"5426",2010,"2011-02-11","The Company Men","Not specified","UK","R","Drama",1.5e+07,4439063,16800000,4971750.56,-11828249.44,104,38636,6.8,"John Wells","Ben Affleck","John Wells"
"5427",2010,"2011-10-07","I'm Still Here","They Are Going to Kill Us Productions","USA","R","Comedy",0,408719,0,457765.28,457765.28,108,17059,6.2,"Casey Affleck","Joaquin Phoenix","Casey Affleck"
"5428",2010,"2010-01-22","Tooth Fairy","Twentieth Century Fox Film Corporation","USA","PG","Comedy",4.8e+07,60022256,53760000,67224926.72,13464926.72,101,33336,5,"Michael Lembeck","Dwayne Johnson","Lowell Ganz"
"5429",2010,"2011-12-09","Stake Land","Glass Eye Pix","USA","R","Drama",650000,18469,728000,20685.28,-707314.72,98,36801,6.5,"Jim Mickle","Connor Paolo","Nick Damici"
"5430",2010,"2011-02-18","La versión de mi vida","Serendipity Point Films","Italy","R","Comedy",0,7502560,0,8402867.2,8402867.2,134,22030,7.3,"Richard J. Lewis","Paul Giamatti","Mordecai Richler"
"5431",2010,"2010-10-08","Secretariat","Walt Disney Pictures","USA","PG","Biography",3.5e+07,59713955,39200000,66879629.6,27679629.6,123,22288,7.2,"Randall Wallace","Diane Lane","Mike Rich"
"5432",2010,"2010-11-10","Rubber","Realitism Films","France","R","Comedy",5e+05,98017,560000,109779.04,-450220.96,82,28442,5.8,"Quentin Dupieux","Stephen Spinella","Quentin Dupieux"
"5433",2010,"2010-09-10","Tamara Drewe","Ruby Films","UK","R","Comedy",0,560101,0,627313.12,627313.12,107,18147,6.2,"Stephen Frears","Gemma Arterton","Posy Simmonds"
"5434",2010,"2010-10-22","You Will Meet a Tall Dark Stranger","Mediapro","USA","R","Comedy",2.2e+07,3247816,24640000,3637553.92,-21002446.08,100,39014,6.3,"Woody Allen","Anthony Hopkins","Woody Allen"
"5435",2010,"2010-04-29","Ip Man 2","Henan Film & TV Production Group Henan Film Studio","Hong Kong","R","Action",0,205675,0,230356,230356,108,78917,7.6,"Wilson Yip","Donnie Yen","Tai-lee Chan"
"5436",2010,"2010-12-17","The Killer Inside Me","Hero Entertainment","USA","R","Crime",1.3e+07,214966,14560000,240761.92,-14319238.08,109,30060,6.1,"Michael Winterbottom","Casey Affleck","John Curran"
"5437",2010,"2010-12-25","Gulliver's Travels","Twentieth Century Fox Film Corporation","USA","PG","Adventure",1.12e+08,42779261,125440000,47912772.32,-77527227.68,85,56336,4.9,"Rob Letterman","Jack Black","Joe Stillman"
"5439",2010,"2010-05-21","MacGruber","Broadway Video","USA","R","Action",1e+07,8460995,11200000,9476314.4,-1723685.6,90,37743,5.5,"Jorma Taccone","Will Forte","Will Forte"
"5440",2010,"2010-10-22","Paranormal Activity 2","Paramount Pictures","USA","R","Horror",3e+06,84752907,3360000,94923255.84,91563255.84,91,87197,5.7,"Tod Williams","Katie Featherston","Michael R. Perry"
"5441",2010,"2010-08-27","El último exorcismo","Strike Entertainment","France","PG-13","Drama",1800000,41034350,2016000,45958472,43942472,87,43587,5.6,"Daniel Stamm","Patrick Fabian","Huck Botko"
"5442",2010,"2010-10-22","Stone","Millennium Films","USA","R","Drama",2.2e+07,1796024,24640000,2011546.88,-22628453.12,105,36456,5.4,"John Curran","Edward Norton","Angus MacLachlan"
"5443",2010,"2010-09-03","Going the Distance","New Line Cinema","USA","R","Comedy",3.2e+07,17804299,35840000,19940814.88,-15899185.12,100,52508,6.3,"Nanette Burstein","Drew Barrymore","Geoff LaTulippe"
"5444",2010,"2011-06-25","Hesher","Last Picture Company, The","USA","R","Comedy",7e+06,382946,7840000,428899.52,-7411100.48,106,46153,7.1,"Spencer Susser","Joseph Gordon-Levitt","Spencer Susser"
"5446",2010,"2011","Passion Play","Annapurna Productions","USA","R","Drama",8e+06,3669,8960000,4109.28,-8955890.72,94,7540,5,"Mitch Glazer","Mickey Rourke","Mitch Glazer"
"5447",2010,"2010-01-15","Easy Money","Tre Vänner Produktion AB","Sweden","R","Action",0,188870,0,211534.4,211534.4,124,14513,6.7,"Daniel Espinosa","Joel Kinnaman","Daniel Espinosa"
"5448",2010,"2011-07-07","Dirty Girl","The Weinstein Company","USA","R","Comedy",4e+06,53630,4480000,60065.6,-4419934.4,90,9432,6.5,"Abe Sylvia","Juno Temple","Abe Sylvia"
"5449",2010,"2010-11-05","Conviction","Omega Entertainment","USA","R","Biography",12500000,6783129,1.4e+07,7597104.48,-6402895.52,107,37145,7.2,"Tony Goldwyn","Hilary Swank","Pamela Gray"
"5451",2010,"2010-11-26","London Boulevard","GK Films","USA","R","Crime",2.5e+07,6911,2.8e+07,7740.32,-27992259.68,103,42460,6.2,"William Monahan","Colin Farrell","William Monahan"
"5452",2010,"2011-04-15","The Conspirator","American Film Company, The","USA","PG-13","Crime",2.5e+07,11538204,2.8e+07,12922788.48,-15077211.52,122,25030,6.9,"Robert Redford","Robin Wright","James D. Solomon"
"5453",2010,"2011-02-04","Waiting for Forever","Catfish Productions","USA","PG-13","Comedy",0,25517,0,28579.04,28579.04,100,18609,6,"James Keach","Rachel Bilson","Steve Adams"
"5454",2010,"2011-01-07","The Tempest","Miramax","USA","PG-13","Comedy",2e+07,277943,22400000,311296.16,-22088703.84,110,6589,5.4,"Julie Taymor","Helen Mirren","Julie Taymor"
"5455",2010,"2010-07-16","Cyrus","Scott Free Productions","USA","R","Comedy",7e+06,7455447,7840000,8350100.64,510100.64,91,31320,6.3,"Jay Duplass","John C. Reilly","Mark Duplass"
"5456",2010,"2010-12-17","Yogi Bear","Warner Bros.","USA","PG","Animation",8e+07,100246011,89600000,112275532.32,22675532.32,100,17533,4.6,"Eric Brevig","Dan Aykroyd","J.R. Ventimilia"
"5457",2010,"2011-01-07","Country Strong","Screen Gems","USA","PG-13","Drama",1.5e+07,20218921,16800000,22645191.52,5845191.52,117,15478,6.3,"Shana Feste","Garrett Hedlund","Shana Feste"
"5459",2010,"2011-05-07","The Perfect Host","Stacey Testro International","USA","R","Comedy",5e+05,48430,560000,54241.6,-505758.4,100,21832,6.8,"Nick Tomnay","David Hyde Pierce","Nick Tomnay"
"5460",2010,"2011-04-22","Beyond the Black Rainbow","Chromewood Productions","Canada","R","Sci-Fi",0,56129,0,62864.48,62864.48,110,7662,6,"Panos Cosmatos","Eva Bourne","Panos Cosmatos"
"5461",2010,"2011-09-09","Burke and Hare","Ealing Studios","UK","R","Comedy",1e+07,4833,11200000,5412.96,-11194587.04,91,17228,6.2,"John Landis","Bill Bailey","Piers Ashworth"
"5462",2010,"2011-04-15","Meek's Cutoff","Evenstar Films","USA","PG","Drama",0,977600,0,1094912,1094912,104,9252,6.6,"Kelly Reichardt","Michelle Williams","Jonathan Raymond"
"5464",2010,"2011-12-22","In a Better World","Danmarks Radio (DR)","Denmark","R","Drama",0,1008098,0,1129069.76,1129069.76,100,34566,7.7,"Susanne Bier","Mikael Persbrandt","Anders Thomas Jensen"
"5465",2010,"2011-01-06","Love Ranch","Aramid Entertainment Fund","USA","R","Biography",2.5e+07,134904,2.8e+07,151092.48,-27848907.52,100,2558,5.7,"Taylor Hackford","Helen Mirren","Mark Jacobson"
"5466",2010,"2011-06-03","Made in Dagenham","Audley Films","UK","R","Biography",7200000,1094798,8064000,1226173.76,-6837826.24,113,11904,7.2,"Nigel Cole","Sally Hawkins","William Ivory"
"5467",2010,"2010-05-26","The Romantics","10th Hole Productions","USA","PG-13","Comedy",4500000,103280,5040000,115673.6,-4924326.4,100,10547,5.1,"Galt Niederhoffer","Katie Holmes","Galt Niederhoffer"
"5468",2010,"2010-08-06","Twelve","Gaumont","USA","R","Action",0,181591,0,203381.92,203381.92,100,11139,5.7,"Joel Schumacher","Chace Crawford","Jordan Melamed"
"5469",2010,"2010-12-17","The Last Circus","Tornasol Films","Spain","R","Comedy",0,40029,0,44832.48,44832.48,107,11108,6.6,"Álex de la Iglesia","Carlos Areces","Álex de la Iglesia"
"5470",2010,"2011-10-14","Everything Must Go","Temple Hill Entertainment","USA","R","Comedy",5e+06,2711210,5600000,3036555.2,-2563444.8,97,43290,6.4,"Dan Rush","Will Ferrell","Dan Rush"
"5471",2010,"2010-12-03","The Warrior's Way","Rogue","New Zealand","R","Action",4.5e+07,5664251,50400000,6343961.12,-44056038.88,100,23178,6.3,"Sngmoo Lee","Dong-gun Jang","Sngmoo Lee"
"5472",2010,"2010-10-08","My Soul to Take","Rogue","USA","R","Horror",2.5e+07,14637490,2.8e+07,16393988.8,-11606011.2,100,17312,4.8,"Wes Craven","Max Thieriot","Wes Craven"
"5473",2010,"2010-01-22","Extraordinary Measures","CBS Films","USA","PG","Drama",3.1e+07,11854694,34720000,13277257.28,-21442742.72,106,14980,6.5,"Tom Vaughan","Brendan Fraser","Robert Nelson Jacobs"
"5474",2010,"2010-11-05","For Colored Girls","Lionsgate","USA","R","Drama",0,37721949,0,42248582.88,42248582.88,100,6359,6,"Tyler Perry","Janet Jackson","Tyler Perry"
"5475",2010,"2010-11","Hatchet II","ArieScope Pictures","USA","R","Comedy",8e+05,62000,896000,69440,-826560,85,10103,5.5,"Adam Green","Danielle Harris","Adam Green"
"5476",2010,"2010-06-04","Marmaduke","Twentieth Century Fox Film Corporation","USA","PG","Comedy",5e+07,33644788,5.6e+07,37682162.56,-18317837.44,100,12104,4.2,"Tom Dey","Owen Wilson","Tim Rasmussen"
"5478",2010,"2011-03-03","Happythankyoumoreplease","Paper Street Films","USA","R","Comedy",0,215576,0,241445.12,241445.12,100,27342,6.8,"Josh Radnor","Josh Radnor","Josh Radnor"
"5480",2010,"2011-07-22","A Little Help","Secret Handshake Entertainment","USA","R","Comedy",0,85789,0,96083.68,96083.68,100,2787,5.7,"Michael J. Weithorn","Jenna Fischer","Michael J. Weithorn"
"5482",2010,"2010-11-05","Red Hill","Hughes House Film","Australia","R","Thriller",0,20960,0,23475.2,23475.2,95,7518,6.4,"Patrick Hughes","Ryan Kwanten","Patrick Hughes"
"5484",2010,"2011-04-29","Dylan Dog: Dead of Night","Hyde Park Films","USA","PG-13","Action",2e+07,1183354,22400000,1325356.48,-21074643.52,100,13559,5.1,"Kevin Munroe","Brandon Routh","Thomas Dean Donnelly"
"5486",2010,"2011-01-07","Casino Jack","An Olive Branch Productions","Canada","R","Biography",1.5e+07,1039869,16800000,1164653.28,-15635346.72,108,15443,6.2,"George Hickenlooper","Kevin Spacey","Norman Snider"
"5488",2010,"2011-07-22","La llave de Sarah","Hugo Productions","France","PG-13","Drama",0,7691700,0,8614704,8614704,102,13938,7.5,"Gilles Paquet-Brenner","Kristin Scott Thomas","Tatiana De Rosnay"
"5489",2010,"2011-01-14","Henry's Crime","Company Films","USA","R","Comedy",1.2e+07,101882,13440000,114107.84,-13325892.16,108,16513,6,"Malcolm Venville","Keanu Reeves","Sacha Gervasi"
"5490",2010,"2011-11-18","Welcome to the Rileys","Samuel Goldwyn Films","UK","R","Drama",0,152857,0,171199.84,171199.84,100,21126,7,"Jake Scott","James Gandolfini","Ken Hixon"
"5491",2010,"2014-08-12","Frankie & Alice","Access Motion Pictures","Canada","R","Biography",0,693181,0,776362.72,776362.72,100,4201,6.5,"Geoffrey Sax","Halle Berry","Cheryl Edwards"
"5493",2010,"2010-07-30","Cats & Dogs: The Revenge of Kitty Galore","CD2 Films","USA","PG","Action",8.5e+07,43585753,95200000,48816043.36,-46383956.64,100,11161,4.3,"Brad Peyton","Bette Midler","Ron J. Friedman"
"5494",2010,"2010-04-30","Furry Vengeance","Summit Entertainment","USA","PG","Comedy",3.5e+07,17596256,39200000,19707806.72,-19492193.28,100,13245,3.8,"Roger Kumble","Brendan Fraser","Michael Carnes"
"5497",2010,"2011-02-04","Another Year","Thin Man Films","UK","PG-13","Comedy",0,3205706,0,3590390.72,3590390.72,129,24862,7.3,"Mike Leigh","Jim Broadbent","Mike Leigh"
"5498",2010,"2011-02-05","Vanishing on 7th Street","Herrick Entertainment","USA","R","Horror",1e+07,22197,11200000,24860.64,-11175139.36,92,22864,4.9,"Brad Anderson","Hayden Christensen","Anthony Jaswinski"
"5500",2010,"2010-09-17","Alpha and Omega","Lions Gate Family Entertainment","USA","PG","Animation",2e+07,25077977,22400000,28087334.24,5687334.24,90,11636,5.3,"Anthony Bell","Hayden Panettiere","Chris Denk"
"5501",2011,"2011-07-15","Harry Potter and the Deathly Hallows: Part 2","Warner Bros.","USA","PG-13","Adventure",1.25e+08,381011219,137500000,419112340.9,281612340.9,130,608969,8.1,"David Yates","Daniel Radcliffe","Steve Kloves"
"5502",2011,"2011-07-29","Cowboys & Aliens","Universal Pictures","USA","PG-13","Action",1.63e+08,100240551,179300000,110264606.1,-69035393.9,119,182868,6,"Jon Favreau","Daniel Craig","Roberto Orci"
"5503",2011,"2011-05-20","Pirates of the Caribbean: On Stranger Tides","Walt Disney Pictures","USA","PG-13","Action",2.5e+08,241071802,2.75e+08,265178982.2,-9821017.79999998,100,408968,6.6,"Rob Marshall","Johnny Depp","Ted Elliott"
"5504",2011,"2011-09-16","Drive","FilmDistrict","USA","R","Crime",1.5e+07,35060689,16500000,38566757.9,22066757.9,100,472901,7.8,"Nicolas Winding Refn","Ryan Gosling","Hossein Amini"
"5505",2011,"2011-08-10","The Help","DreamWorks","USA","PG-13","Drama",2.5e+07,169708112,27500000,186678923.2,159178923.2,146,351321,8.1,"Tate Taylor","Emma Stone","Tate Taylor"
"5506",2011,"2011-07-29","Crazy, Stupid, Love.","Carousel Productions (II)","USA","PG-13","Comedy",5e+07,84351197,5.5e+07,92786316.7,37786316.7,100,404694,7.4,"Glenn Ficarra","Steve Carell","Dan Fogelman"
"5507",2011,"2011-12-21","The Girl with the Dragon Tattoo","Columbia Pictures","USA","R","Crime",9e+07,102515793,9.9e+07,112767372.3,13767372.3,158,356094,7.8,"David Fincher","Daniel Craig","Steven Zaillian"
"5508",2011,"2012-01-06","El espía que sabía demasiado","StudioCanal","France","R","Drama",0,24149393,0,26564332.3,26564332.3,122,160451,7.1,"Tomas Alfredson","Gary Oldman","Bridget O'Connor"
"5509",2011,"2011-05-13","Bridesmaids","Universal Pictures","USA","R","Comedy",32500000,169106725,35750000,186017397.5,150267397.5,125,232190,6.8,"Paul Feig","Kristen Wiig","Kristen Wiig"
"5510",2011,"2011-03-25","Sucker Punch","Warner Bros.","USA","PG-13","Action",8.2e+07,36392502,90200000,40031752.2,-50168247.8,110,207858,6.1,"Zack Snyder","Emily Browning","Zack Snyder"
"5511",2011,"2011-05-06","Thor","Paramount Pictures","USA","PG-13","Action",1.5e+08,181030624,1.65e+08,199133686.4,34133686.4,115,585830,7,"Kenneth Branagh","Chris Hemsworth","Ashley Miller"
"5512",2011,"2012-08-24","The Intouchables","Quad Productions","France","R","Biography",0,13182281,0,14500509.1,14500509.1,112,579143,8.6,"Olivier Nakache","François Cluzet","Olivier Nakache"
"5513",2011,"2011-07-22","Captain America: The First Avenger","Paramount Pictures","USA","PG-13","Action",1.4e+08,176654505,1.54e+08,194319955.5,40319955.5,124,563504,6.9,"Joe Johnston","Chris Evans","Christopher Markus"
